OrderID,OrderDate,PostcodeDistrict,AreaGroup,OrderType,Plan,Product,UnitPrice,Quantity,Revenue,DeliverySlot,OnTime,Fulfilled,PrePostPilot,IsSubscription,IsEvening,IsOnTime,Month
503,2025-05-19,IG1,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
504,2025-05-20,E6,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
505,2025-05-20,IG6,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
506,2025-05-20,IG6,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Evening,No,Yes,Pre-Pilot,1,1,0,2025-05
507,2025-05-20,E11,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
508,2025-05-20,E14,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
509,2025-05-20,IG1,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
510,2025-05-21,E12,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
511,2025-05-21,RM8,Barking-Dagenham,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
512,2025-05-21,RM6,Barking-Dagenham,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
513,2025-05-21,E7,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
514,2025-05-21,IG1,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
515,2025-05-21,E2,Hackney-BethnalGreen,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
516,2025-05-21,E2,Hackney-BethnalGreen,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
517,2025-05-21,IG4,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,No,Yes,Pre-Pilot,1,0,0,2025-05
518,2025-05-21,IG1,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
519,2025-05-21,IG11,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
520,2025-05-21,E10,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
521,2025-05-21,E14,Docklands,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
522,2025-05-21,IG6,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
523,2025-05-22,IG3,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
524,2025-05-22,E6,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
525,2025-05-22,IG2,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
526,2025-05-22,E8,Hackney-BethnalGreen,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
527,2025-05-22,E2,Hackney-BethnalGreen,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
528,2025-05-22,E3,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
529,2025-05-22,RM9,Barking-Dagenham,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
530,2025-05-22,IG6,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,No,No,Pre-Pilot,0,0,0,2025-05
531,2025-05-22,E8,Hackney-BethnalGreen,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
532,2025-05-22,E8,Hackney-BethnalGreen,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
533,2025-05-22,E13,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
534,2025-05-22,E12,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-05
535,2025-05-23,IG4,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
536,2025-05-23,E7,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
537,2025-05-23,IG4,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
538,2025-05-23,IG11,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
539,2025-05-23,E2,Hackney-BethnalGreen,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
540,2025-05-23,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
541,2025-05-23,IG6,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
542,2025-05-23,IG3,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
543,2025-05-23,IG6,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
544,2025-05-23,E9,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
545,2025-05-23,E3,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
546,2025-05-24,E16,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
547,2025-05-24,E10,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
548,2025-05-24,E6,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
549,2025-05-24,E3,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
550,2025-05-24,IG3,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
551,2025-05-24,IG11,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
552,2025-05-24,E8,Hackney-BethnalGreen,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
553,2025-05-25,E1,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
554,2025-05-25,IG6,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,No,Yes,Pre-Pilot,1,0,0,2025-05
555,2025-05-25,E16,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
556,2025-05-25,E8,Hackney-BethnalGreen,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
557,2025-05-25,E12,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
558,2025-05-25,E12,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
559,2025-05-25,E16,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
560,2025-05-25,IG1,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
561,2025-05-25,IG1,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
562,2025-05-25,IG3,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
563,2025-05-26,IG6,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
564,2025-05-26,E2,Hackney-BethnalGreen,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
565,2025-05-26,E16,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
566,2025-05-26,E10,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
567,2025-05-26,E14,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
568,2025-05-27,IG1,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
569,2025-05-27,IG4,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,No,Yes,Pre-Pilot,1,0,0,2025-05
570,2025-05-27,E14,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
571,2025-05-27,E1,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
572,2025-05-27,RM9,Barking-Dagenham,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
573,2025-05-27,IG4,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-05
574,2025-05-28,IG4,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
575,2025-05-28,IG3,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
576,2025-05-28,IG2,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
577,2025-05-28,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
578,2025-05-28,E8,Hackney-BethnalGreen,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
579,2025-05-28,IG3,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
580,2025-05-28,E16,Docklands,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
581,2025-05-29,IG2,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
582,2025-05-29,IG6,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
583,2025-05-29,E6,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-05
584,2025-05-29,IG11,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
585,2025-05-29,E9,Hackney-BethnalGreen,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
586,2025-05-29,RM8,Barking-Dagenham,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
587,2025-05-29,E2,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
588,2025-05-29,IG1,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
589,2025-05-29,E13,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
590,2025-05-30,IG6,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
591,2025-05-30,E6,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
592,2025-05-30,E14,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
593,2025-05-30,E9,Hackney-BethnalGreen,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
594,2025-05-30,E14,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
595,2025-05-30,E13,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
596,2025-05-30,E11,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
597,2025-05-31,RM6,Barking-Dagenham,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
598,2025-05-31,E10,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,No,Yes,Pre-Pilot,1,0,0,2025-05
599,2025-05-31,IG2,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
600,2025-05-31,E7,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
601,2025-05-31,E14,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
602,2025-06-01,E6,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-06
603,2025-06-01,E11,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
604,2025-06-01,IG4,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-06
605,2025-06-01,IG4,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
606,2025-06-01,E3,Docklands,Subscription,Essence,Essence,32.95,1,32.95,Morning,No,Yes,Pre-Pilot,1,0,0,2025-06
607,2025-06-01,IG4,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
608,2025-06-01,E16,Docklands,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
609,2025-06-02,E12,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
610,2025-06-02,E12,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-06
611,2025-06-02,RM9,Barking-Dagenham,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-06
612,2025-06-02,E6,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
613,2025-06-02,E16,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
614,2025-06-02,E6,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
615,2025-06-03,E3,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-06
616,2025-06-03,E12,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
617,2025-06-03,E16,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
618,2025-06-03,E13,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
619,2025-06-03,E8,Hackney-BethnalGreen,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
620,2025-06-03,IG3,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
621,2025-06-04,IG2,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-06
622,2025-06-04,IG2,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-06
623,2025-06-04,E16,Docklands,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-06
624,2025-06-04,IG2,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-06
625,2025-06-04,IG1,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
626,2025-06-05,E7,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-06
627,2025-06-05,E2,Hackney-BethnalGreen,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,No,Yes,Pre-Pilot,1,0,0,2025-06
628,2025-06-05,E11,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
629,2025-06-05,E13,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-06
630,2025-06-05,E6,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-06
631,2025-06-05,RM6,Barking-Dagenham,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
632,2025-06-05,E14,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-06
633,2025-06-06,E10,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
634,2025-06-06,E9,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-06
635,2025-06-06,E3,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
636,2025-06-06,E9,Hackney-BethnalGreen,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
637,2025-06-06,E11,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
638,2025-06-06,IG3,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
639,2025-06-06,IG2,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
640,2025-06-06,IG2,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-06
641,2025-06-07,E16,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
642,2025-06-07,E12,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-06
643,2025-06-07,E11,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
644,2025-06-07,IG6,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-06
645,2025-06-07,IG1,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
646,2025-06-07,RM9,Barking-Dagenham,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
647,2025-06-07,IG1,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
648,2025-06-07,IG3,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-06
649,2025-06-07,E2,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
650,2025-06-07,IG2,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
651,2025-06-08,E6,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-06
652,2025-06-08,E11,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
653,2025-06-08,E13,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
654,2025-06-08,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
655,2025-06-08,E12,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-06
656,2025-06-08,E1,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-06
657,2025-06-08,E10,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-06
658,2025-06-08,IG4,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
659,2025-06-08,IG4,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
660,2025-06-08,IG3,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
661,2025-06-09,E9,Hackney-BethnalGreen,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
662,2025-06-09,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
663,2025-06-09,E2,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
664,2025-06-09,E1,Docklands,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
665,2025-06-09,E13,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
666,2025-06-09,IG2,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
667,2025-06-09,IG4,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-06
668,2025-06-09,E3,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-06
